date_time,dwd_airport,dwd_urban,wbi,uni_meteo
2020-12-20 09:00:00,8.2,11.53432,8.92,9.078999
2020-12-20 10:00:00,9.7,10.48749,9.31,8.63
2020-12-20 11:00:00,11.4,10.48446,11.25,10.639
2020-12-20 12:00:00,11,11.0685,10.94,11.23583
2020-12-20 13:00:00,10.7,10.67577,10.66,11.13167
2020-12-20 14:00:00,10.5,10.4153,10.34,10.71008
2020-12-20 15:00:00,10,10.19384,9.94,10.40075
2020-12-20 16:00:00,9.8,9.961013,9.73,9.963
2020-12-20 17:00:00,9.7,9.819234,9.5,9.839166
2020-12-20 18:00:00,9.6,9.768226,9.42,9.75825
2020-12-20 19:00:00,9.5,9.791529,9.2,9.667501
2020-12-20 20:00:00,9.6,9.634688,9.16,9.313499
2020-12-20 21:00:00,10,9.573927,9.4,9.546334
2020-12-20 22:00:00,9.8,9.61856,9.3,9.487166
2020-12-20 23:00:00,9.6,9.527415,8.61,9.392667
